s_no,date_time,state,cured,deaths,confirmed
458,2020-03-29 19:30:00,Karnataka,5,3,76
459,2020-03-29 19:30:00,Kerala,15,1,182
460,2020-03-29 19:30:00,Ladakh,3,0,13
461,2020-03-29 19:30:00,Madhya Pradesh,0,2,30
462,2020-03-29 19:30:00,Maharashtra,25,6,186
463,2020-03-29 19:30:00,Manipur,0,0,1
464,2020-03-29 19:30:00,Mizoram,0,0,1
465,2020-03-29 19:30:00,Odisha,0,0,3
466,2020-03-29 19:30:00,Puducherry,0,0,1
467,2020-03-29 19:30:00,Punjab,1,1,38
468,2020-03-29 19:30:00,Rajasthan,3,0,55
469,2020-03-29 19:30:00,Tamil Nadu,4,1,49
470,2020-03-29 19:30:00,Telengana,1,1,66
471,2020-03-29 19:30:00,Uttarakhand,2,0,7
472,2020-03-29 19:30:00,Uttar Pradesh,11,0,65
473,2020-03-29 19:30:00,West Bengal,0,1,18
474,2020-03-30 21:30:00,Andhra Pradesh,1,0,23
475,2020-03-30 21:30:00,Andaman and Nicobar Islands,0,0,9
476,2020-03-30 21:30:00,Bihar,0,1,15
477,2020-03-30 21:30:00,Chandigarh,0,0,8
478,2020-03-30 21:30:00,Chhattisgarh,0,0,7
479,2020-03-30 21:30:00,Delhi,6,2,87
480,2020-03-30 21:30:00,Goa,0,0,5
481,2020-03-30 21:30:00,Gujarat,1,6,69
482,2020-03-30 21:30:00,Haryana,18,0,36
483,2020-03-30 21:30:00,Himachal Pradesh,0,1,3
484,2020-03-30 21:30:00,Jammu and Kashmir,2,2,48
485,2020-03-30 21:30:00,Karnataka,5,3,83
486,2020-03-30 21:30:00,Kerala,19,1,202
487,2020-03-30 21:30:00,Ladakh,3,0,13
488,2020-03-30 21:30:00,Madhya Pradesh,0,3,47
489,2020-03-30 21:30:00,Maharashtra,25,8,198
490,2020-03-30 21:30:00,Manipur,0,0,1
491,2020-03-30 21:30:00,Mizoram,0,0,1
492,2020-03-30 21:30:00,Odisha,0,0,3
493,2020-03-30 21:30:00,Puducherry,0,0,1
494,2020-03-30 21:30:00,Punjab,1,1,38
